"number","project","owner","reviewer","date","message"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 20:14:55.426000000","Patch Set 4:

I've reverted most of the changes here thanks to a hack in build/core in the other CL.
This change is now limited to liblog."
"154336","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:15:51.546000000","Patch Set 4:

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:19:21.939000000","Patch Set 5:

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:29:21.416000000","Patch Set 5: Code-Review+2"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:29:57.377000000","Patch Set 5: Verified+1"
"154340","platform/frameworks/base","harvey tsai","Marco Nelissen","2015-06-11 16:09:58.635000000","Patch Set 1: Code-Review+2"
"154340","platform/frameworks/base","harvey tsai","Narayan Kamath","2015-06-11 16:11:12.768000000","Patch Set 1:

(1 comment)

FYI"
"154340","platform/frameworks/base","harvey tsai","Narayan Kamath","2015-06-25 08:33:46.020000000","Patch Set 2: Code-Review+2 Verified+1

borrowing marcone's +2. submitting."
"154435","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-11 20:03:29.247000000","Patch Set 1: Verified+1

bionic-presubmit #1594 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1594/"
"154435","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-11 21:55:46.336000000","Patch Set 1: Code-Review+2

cherry-pick"
"154452","platform/frameworks/base","Dimitry Ivanov","Andreas Gampe","2015-06-12 01:52:52.686000000","Patch Set 1: Code-Review+2"
"154452","platform/frameworks/base","Dimitry Ivanov","Dimitry Ivanov","2015-06-12 17:12:46.586000000","Patch Set 1: Verified+1"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-11 23:43:31.204000000","Patch Set 1:

(2 comments)"
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-12 00:38:01.154000000","Patch Set 1:

please move mips-specific code to linker_mips.cpp"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-12 18:59:45.506000000","Patch Set 1:

(1 comment)"
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-12 21:40:15.253000000","Patch Set 2:

(3 comments)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 18:39:18.835000000","Patch Set 2:

(3 comments)"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 18:56:30.224000000","Patch Set 2:

(1 comment)"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 18:57:08.365000000","Patch Set 4: Code-Review-2

(GPL problems.)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 19:26:06.156000000","Patch Set 2:

(1 comment)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 19:55:26.964000000","Patch Set 2:

(1 comment)

temp defs from elf.h rewritten;
all other code was already fresh for Android."
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 19:56:44.540000000","Patch Set 2:

(1 comment)"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 20:17:55.859000000","Patch Set 5:

(1 comment)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 21:41:59.304000000","Patch Set 5: Code-Review-1

(1 comment)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 21:47:17.546000000","Patch Set 5:

(1 comment)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-16 00:07:10.573000000","Patch Set 6: Code-Review-1

(1 comment)"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-16 00:53:50.686000000","Patch Set 6:

(1 comment)"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-16 00:55:52.404000000","Patch Set 5:

(1 comment)"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-19 01:15:16.199000000","Patch Set 7: Code-Review+1"
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-19 04:49:10.163000000","Patch Set 7: -Code-Review

dimitry?"
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-19 22:27:40.612000000","Patch Set 7: Code-Review+2

(1 comment)

since previous change (prctl) was abandoned - this one needs a rebase..."
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-21 18:12:09.482000000","Patch Set 7:

Recent repo upload submits have not included patch 154502, and so gerrit should no longer be listing it as a dependency.  Maybe this is a spurious effect of the new views.  I think if I resubmit 154503 again I'll get exactly  the same-looking result.  If you want, I can submit as a fresh patch#."
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:19:35.912000000","Uploaded patch set 8: Patch Set 7 was rebased."
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:24:44.308000000","Patch Set 8: Code-Review+2 Verified+1"
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:25:37.552000000","Patch Set 8:

right, I was confused by ``Related changes``, apparently they do not go away after a rebase."
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-24 20:43:34.125000000","Patch Set 8: Reverted

This patchset was reverted in change: Iaf10ff1e2948083cce0098f29d5b87b32bfae1b7"
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-29 21:19:20.126000000","Patch Set 8:

This linker patch depends on a mips kernel patch that is not yet at aosp, sorry.

With the revised kernel, this linker patch will correctly run all kinds of mips32 programs on mips64r6.  Without the revised kernel, this linker patch will reject running on mips64r6 any mips32 program built with old compiler defaults (-mdouble-float), whether or not that program actually uses floating point.

Without this linker patch, such mips32 programs will load, and may appear to run correctly if they have little or no use of single-precision floating point values.  If they have nontrivial uses of single-precision FP values, the mips32 program will likely suffer corrupted values.

Mips32 programs recompiled with current compiler defaults (-mfpxx) will run correctly on mips64r6, with or without the kernel patch or this linker patch."
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-30 00:37:39.728000000","Patch Set 8:

The associated mips kernel patch is included in

https://android-review.googlesource.com/#/c/157264/1"
"154673","platform/system/core","Elliott Hughes","Dan Albert","2015-06-12 21:40:30.874000000","Patch Set 1: Code-Review+2"
"154673","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-12 21:45:10.545000000","Patch Set 1: Verified+1"
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:20:19.911000000","Patch Set 1: Code-Review+1 Verified+1

@tkjos: you were right ;-}"
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:21.834000000","Patch set 2: Commit message was updated."
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:49.821000000","Patch set 3: Commit message was updated."
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:55.494000000","Patch Set 3: Code-Review+1 Verified+1"
"154675","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 22:24:22.955000000","Patch Set 3: Code-Review+1"
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:33:07.744000000","Patch Set 3: Code-Review+2"
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:36:33.155000000","Patch Set 3:

(1 comment)

I hit the submit button too soon ;-("
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:36:58.371000000","Patch Set 3: Reverted

This patchset was reverted in change: I52558fd0e9f75ba1cc6a151785fc91857c27ab9a"
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:43:00.809000000","Patch Set 3:

I will resubmit this identically again later, when I have time to watch for build breakage. It was too late to push this in."
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 00:55:01.934000000","Patch Set 1:

Ping."
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-19 02:32:10.887000000","Patch Set 1:

(2 comments)"
"154677","platform/system/core","Evgenii Stepanov","Andreas Gampe","2015-06-19 02:46:11.290000000","Patch Set 1: Code-Review+1

(1 comment)

(ART constraint looks fine.)"
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 18:13:53.611000000","Patch Set 1:

(3 comments)"
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 18:17:44.826000000","Uploaded patch set 3: Patch Set 2 was rebased."
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-20 03:49:35.687000000","Patch Set 1:

(2 comments)"
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-23 01:04:43.402000000","Patch Set 1:

(1 comment)"
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-23 21:09:28.096000000","Patch Set 3:

ping"
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-24 17:47:31.388000000","Patch Set 3: Code-Review+2"
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-24 17:48:36.660000000","Patch Set 3: Verified+1"
"154687","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:11:07.154000000","Patch Set 1: Code-Review+2"
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:11:47.255000000","Patch Set 1: Verified+1"
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:18:38.074000000","Uploaded patch set 3: Patch Set 2 was rebased."
"154687","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:29:29.740000000","Patch Set 3: Code-Review+2"
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:31:25.362000000","Patch Set 3: Verified+1"
"154721","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:37:17.328000000","Patch Set 1: Code-Review+2 Verified+1"
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-16 02:41:04.416000000","Patch Set 1:

writepid is perfect; however I don't think this will work as written.

if I understand this correctly, there's a race between writing the pid and executing the service. as a result, there is a possibility that the child process may have created its own thread before the writepid is finished, resulting in that worker thread not being included in the appropriate cpuset. this is bad.

can we make the child process write its own pid instead of the parent?"
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 01:09:56.272000000","Patch Set 2:

(sorry for the long turnaround time on a trivial change; everything else i did today took longer than expected. should have done this first!)"
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-17 01:15:28.767000000","Patch Set 2: Code-Review+2"
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 17:23:23.113000000","Patch Set 2:

Seems fine, but are you sure you want to encode this functionality in init.rc instead of in init?  Why not have keywords to specify the behavior that you want, and then have init take care of the details?  That way you can change the implementation later without having to find every device that uses it an update their init.rc."
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 17:24:44.882000000","Patch Set 2:

(1 comment)"
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-17 17:30:41.618000000","Patch Set 2:

(1 comment)

> Seems fine, but are you sure you want to encode this functionality
 > in init.rc instead of in init?  Why not have keywords to specify
 > the behavior that you want, and then have init take care of the
 > details?  That way you can change the implementation later without
 > having to find every device that uses it an update their init.rc.

I think more complicated cgroup policy should probably be considered device-specific for the foreseeable future. this also doesn't require us to encode a lot of policy into init. I don't think it's a burden for now, but I agree that if some basic patterns for services emerge we may want to include support for that in init directly."
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 21:43:11.755000000","Uploaded patch set 3: Commit message was updated."
"154750","platform/system/core","Elliott Hughes","Nick Kralevich","2015-06-17 21:45:03.281000000","Patch Set 3: Code-Review+1"
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 22:14:31.871000000","Patch Set 3: Code-Review+2"
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 22:20:31.933000000","Patch Set 3: Verified+1"
"154753","platform/system/core","Christopher Ferris","Elliott Hughes","2015-06-13 06:24:53.809000000","Patch Set 1: Code-Review+2"
"154753","platform/system/core","Christopher Ferris","Christopher Ferris","2015-06-13 06:27:26.992000000","Patch Set 1: Code-Review+2 Verified+1"
"154761","platform/system/core","Nick Kralevich","Elliott Hughes","2015-06-13 06:09:54.082000000","Patch Set 2: Code-Review+2"
"154761","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-13 10:11:16.310000000","Patch Set 2: Verified+1"
"154830","platform/system/core","Nick Kralevich","Glenn Kasten","2015-06-15 17:29:32.571000000","Patch Set 2: Code-Review+1"
"154830","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-15 17:30:36.513000000","Patch Set 2: Code-Review+2 Verified+1"
"154830","platform/system/core","Nick Kralevich","Glenn Kasten","2015-06-25 14:30:35.678000000","Patch Set 2:

+1"
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 18:14:43.939000000","Patch Set 1: Code-Review+1 Verified+1

Audited that the missing content is now present, and that the code for pulling in line stutter continues to repair the content."
